id,name,city,street,lat,lon,latlon_precision,description,child_of,major_category,categories,citations,notes,founded,alt_address,,
625,F. J. Stokes Machine Co.,"Philadelphia, PA",5922 Tabor Rd,,,,"Produced vacuum pumps for K-25 that, after a redesign, proved sufficient for fluorine service. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.",,3,equipment-CEW,MDH B2V3 p. 4.11,,,,,
626,Taylor Instrument Companies,"Rochester, NY",Ames St & West Ave,43.151265,-77.645195,1,"Designed, manufactured, tested a large number of ""process and experimental instruments"" for K-25, and procured instruments from other manufacturers, which they tested. The company fulfilled various wartime government contracts for barometers and thermometers, and earned the Army-Navy ""E"" Award for ""excellence in wartime production"" on three occasions.",,3,"equipment-CEW,procurement,E-award",Robinson ORS p. 82; http://www.taylor-enviro.com/taylor-about/; https://rbscp.lib.rochester.edu/finding-aids/D120; Hewlett NW ch. 5 p. 140; MDH B2V3 p. 8.33,,1943,,,
627,Wolfe-Michael Construction Co.,"St. Augustine, FL",,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 82,,,,,
628,Virginia Bridge Co.,"Roanoke, VA",Houston St & Nichols St,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 82,,,,,
629,Lambert Brothers,"Knoxville, TN",,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 82,,,,,
630,Birmingham Slag Co.,"Birmingham, AL",,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 82,,,,,
631,Cooney Brothers,"Tarrytown, NY",,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 82,,,,,
632,G. C. Ray & Co.,"Charlotte, NC",,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 83,,,,,
633,"Kerby Saunders, Inc.","New York, NY",,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 83,,,,,
634,Ce-Mas-Co Floor Co.,"Chicago, IL",,,,,K-25 construction subcontractor under J. A. Jones Construction Co.,,3,construction-CEW,Robinson ORS p. 83,,,,,
635,Sargent and Lundy,"Chicago, IL",,,,,"Assisted the Kellex Corporation on the design of a massive steam power plant at CEW, at the time the  largest ever built in a single operation.",,3,,Robinsonn ORS p. 89,,,,,
636,McGean Chemical Company,New Jersey,,,,,"Claims to haven been a ""key supplier of nickel technology"" for the Manhattan project, corroborated by their appearance in the index of MDH B2V3, though they are redacted from the body text. Manufacturing took place at a plant formerly owned by the New Jersey Antimony Company, about which no information seems to exist.",,3,materials-other,MDH B2V3 p. 8.5; https://www.mcgean.com/About-McGean/Our-History,"they are redacted in MDH, but appear in the index on a page that talks about barrier production. Gives credibility to their website's claim that they were a ""key supplier of nickel technology"" for manhattan project.",,,,
637,University of Illinois,,,,,,"Conducted research on thorium, uranium, and plutonium properties using their betatron. Nineteen faculty members worked at Los Alamos, and two contributed to atomic bomb feasability reports.",,2,"research-general,production-design",Jones MAAB ch. 24 p. 487; https://physics.illinois.edu/people/history/,,,,,
638,Republic Flow Meter Co.,"Chicago, IL",2240 Diversey Ave,41.932636,-87.685166,2,"Produced a large number of magnet-controlled butterfly control valves, through which the flow of UF6 gas was automatically regulated. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.",,3,equipment-CEW,Hewlett NW ch. 5 p. 140; MDH B2V3 p. 4.11,"""process gas"" = UF6 right?",,,,
639,Fisher Governor Co.,"Marshalltown, IA",207 S. First Ave,41.932614,-87.685017,2,Produced a variety of butterfly control valves and bellows for K-25.,,3,equipment-CEW,Hewlett NW ch. 5 p. 140; MDH B2V3 pp. 8.33-8.34,,,,,
640,New Jersey Machine Corporation,"Hoboken, NJ",16th St & Willow Ave,,,,Designed and built machinery for a new plant to produce K-25 Norris-Adler barriers. The plant was soon stripped and repurposed to build a different type of difussion barrier.,,3,"production-enrichment,equipment-CEW,materials-other",Hewlett NW ch. 5 p. 127,address is for New Jersey Machine Corp.,1943-01,,,
641,American Brass Co.,"Waterbury, CT",414 Meadow St,41.555704,-73.047041,1,"An early producer of quality barrier metals for gaseous diffusion research, though it soon became apparent that none of these metals would suffice.",,3,"materials-other,production-enrichment",Hewlett NW ch. 4 p. 99,"guess on date, summer 1946… The American Brass Novely Co. on Water Street, Grand Haven, MI? The American Brass Mgf. Co. on E. 49th St, Cleveland, OH?",1942-06,,,
642,Brookhaven National Laboratory,,,,,,,,2,,Hewlett NW ch. 17 p. 637; Jones MAAB pp. 591-592,,,,,
643,Middlesex Warehouse,"Middlesex, NJ",,,,,"A warehouse, leased by the Army, to store, sample, and assay thousands of tons of Congo uranium oxide arriving from the African Metals Corporation.",,1,"storage,materials-uranium",Hewlett NW ch. 9 p. 291,,1943,,,
644,Zero Energy Exponential Pile (ZEEP),,,,,,A Canadian research pile that Groves agreed to let the Canadian researchers run using data and knowledge shared by the US.,,1,"research-pile,foreign",Hewlett NW ch. 8 p. 284,"not sure if this should be included, since it didn't help the US side of the project directly",,,,
645,Seneca Ordnance Depot,"Romulus, NY",,,,,"An army warehouse used to house the large amounts of purchased Congo uranium ore, previously stored at the Staten Island Warehouse, that it could not immediately hand to the Eldorado Mining and Refining Company in Ontario, Canada.",,1,"storage,materials-uranium",Hewlett NW ch. 9 p. 291,"assuming this date, based on purchase date of staten island warehouse ore",1942-09,,,
646,"Chicago, Milwaukee, St. Paul and Pacific Railroad",,,,,,"A major railroad providing direct access to Hanford, extensively renovated their Preist Rapids Branch to support more industrial transport to the site.",,3,transport,"Jones MAAB ch. 20 pp. 405-408, 451",,,,,
647,Otis Elevator Company,,,,,,,,,,Madison Square DC p. 26,,,,,
648,New York Telephone Company,,,,,,,,,,Madison Square DC p. 26,,,,,
649,Standard Pressed Steel Company,"Jenkintown, PA",,,,,,,,,Madison Square DC p. 27,,,,,
650,"U. S. Industrial Chemicals, Inc.",,,,,,,,,,Madison Square DC p. 27,,,,,
651,Harry Thoens and Company,,,,,,"Subcontractor under Kellex Corp. A broker, took part in an ""elevator agreement.""",,,,Madison Square DC p. 27,,,,,
652,Henry Pratt Company,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 27,,,,,
653,Foster Wheeler Corporation,"New York, NY",165 Broadway,40.709635,-74.010555,2,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 27,,,,,
654,Francisco and Jacobus,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 27,,,,,
655,American Smelting and Refining Co.,"Salt Lake City, UT",,,,,Provided high-purity bismuth metal to HEW.,,,,MDH B8V3C4 p. 5.7,,,,,
656,"Oakite Products, Inc.",,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 27,,,,,
657,A. B. Willis,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 27,,,,,
658,Electric Auto-Lite Company,"Toledo, OH",Champlain St & Chestnut St,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 27,,,,,
659,The Electrology Company,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 27,,,,,
660,Boston Water Purifier Co.,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
661,Puro Filter Corporation of America,"New York, NY",440 Lafayette St,40.729506,-73.992296,2,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
662,A to Z Equipment Corp.,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
663,Herron-Zimmers Moulding Co.,"Detroit, MI",3900 E. Outer Drive,42.439631,-83.035448,2,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28; MDH B2V p. 8.11,they are mentioned in a redacted part but still show up in the index,,,,
664,Electric ARC Inc.,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
665,Pitney-Bowes Postage Meter Company,"Stamford, CT",Walnut St & Pacific St,41.041696,-73.53894,2,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
666,The Champion Paper and Fibre Company,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
667,Freeport Sulphur Co.,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
668,A. C. Loonam,,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
669,"Wolff and Munier, Inc.","New York, NY",222 East 41st St,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
670,The Lummus Co.,"New York, NY",420 Lexington Ave,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
671,"Gibbs and Hill, Inc.",,,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
672,Worthington Pump & Machinery Corp.,"Harrison, NJ",410 Worthington Ave,42.869418,-78.816626,1,"Manufactured centrifugal oil pumps for K-25, subcontracted by the Kellex Corp.",,,,"MDH B2V3 p. 10.14, 12.17",,,,,
673,Baldwin-Hill,"Trenton, NJ",501 Klagg Ave,,,,Subcontractor under Kellex Corp.,,,,Madison Square DC p. 28,,,,,
674,American Cyanamid Company,,,,,,"Operated a microscopical laboratory, did chemistry research for MED",,,,Madison Square DC p. 29,,,,,
675,Armstrong Cork Co.,"Lancaster, PA",Liberty St & Charlotte St,40.051669,-76.313433,2,"Provided insulation for for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
676,George and Lynch,,,,,,"Performed ""earthword, roadways and railroads"" and built a ""sludge pit"" for HEW. Subcontracted DuPont.",,,,Madison Square DC p. 32,I'm assuming HEW because it was a dupont subcontract.,,,,
677,Belmont Iron Works,"Philadelphia, PA",2215 Washington Ave,39.939915,-75.181124,2,Provided structural steel work for HEW. Subcontracted by DuPont.,,,,Madison Square DC p. 32,,,,,
678,Delaware Testing Lab,,,,,,"Did materials testing for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
679,William S. Holmes Co.,,,,,,"Provided linoleum and tile for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
680,Paulsboro Transport Company,,,,,,,,,,Madison Square DC p. 32,"DuPont subcontract, so probably transported materials for HEW",,,,
681,Carrier Corp.,"Syracuse, NY",300 S. Geddes St,,,,"Did duct work for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
682,O. G. Kelley,,,,,,"Did lead burning for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
683,Martin and Breen,,,,,,"Did roofing for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
684,Gates Engineering Company,,,,,,"Provided gaco and neoprene lining at HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
685,George A. Fuller Company,,,,,,"Built a new government-owned pilot plant for making barrier material for K-25, to be operated by the Houdaille-Hershey Corporation.",,,,MDH B2V3 p. 8.3,I think building a new plant might actually refer to renovating the old Houdaille plant.,,,,
686,Hatzell and Buehler,,,,,,"Did electrical labor for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
687,McCloskey and Company,"Tampa, FL",Hooker's Point Shipyard,27.932155,-82.435397,2,"Built an office building and fence at HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
688,H. T. Potts Company,,,,,,"Relocated a fence at HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
689,Harry L. Young,,,,,,"Did roofing for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
690,"Morris, Wheeler and Company, Inc.","Philadelphia, PA",2500 E. Duncan St.,40.002409,-75.080934,2,"Provided structural streel work for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
691,A. Clemente,,,,,,"Did roadway work for HEW, subcontracted by DuPont.",,,,Madison Square DC p. 32,,,,,
692,Metals Distribution Company,,,,,,,,,,,,,,,
693,Ferdon Equipment Company,,,,,,,,,,,,,,,
694,"Albert Kahn, Inc.",,,,,,Designed changes to the Chrysler Corporation's Lynch Road plant to repurpose it for K-25 converter production.,,,,,,,,,
695,Aurora Pump Company,"Aurora, IL",619 Loucks St.,41.768216,-88.285311,2,"Manufactured centrifugal oil pumps for K-25, subcontracted by Kellex Corp.",,,,MDH B2V3 p. 10.14,,,,,
696,The De Laval Separator Company,"Poughkeepsie, NY",Pine St.,41.695349,-73.93945,1,Supplied small centrifuges for periodically removing water and unwanted substances from oil at K-25.,,,,MDH B2V3 p. 10.14,,,,,
697,Whitehead Metal Products Company,"New York, NY",303 W. Tenth St,,,,"""Manufactured flat-plate converters for the purge cascade using rectangular backing strips produced by the Herron-Zimmers Moulding Company"" for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.",,,,"MDH B2V3 p. 4.11, 10.14",,,,,
698,"A. S. Campbell, Inc.",,,,,,Built a pilot plant to test special tubing for K-25.,,,,MDH B2V3 p. 8.3,,,,,
699,Moore Products Company,,,,,,Produced differential pressure transmitters for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,,,MDH B2V3 p. 4.11,,,,,
700,Patterson Kelly Corporation,"East Stroudsburg, PA",North Burson St,41.007696,-75.180455,2,"Produced ""double-shell radial fin type"" cold traps for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.",,,,"MDH B2V3 p. 4.11, 8.39",,,,,
701,"J. H. Tull Meal and Supply Company, Inc.",,,,,,,,,,MDH B2V3 app. A,,,,,
702,Watson Automotive Equipment Company,,,,,,Produced mobile C7F16 units for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,,,MDH B2V3 p. 4.11,,,,,
703,American Bridge Company,"Pittsburgh, PA",440 Fifth Ave,40.439461,-79.998062,2,,,,,MDH B2V3 app. A,,,,,
704,Buffalo Forge Company,"Buffalo, NY",490 Broadway,42.891135,-78.857029,1,,,,,MDH B2V3 app. A,,,,,
705,O. W. Burice Company,,,,,,,,,,MDH B2V3 app. A,,,,,
706,DeVilbiss Manufacturing Company,"Toledo, OH",238 Phillips Ave,41.689412,-83.551389,1,"Cooperated in the abandonment of the Norris-Adler barrier and production of the new DA or K-1 variety, enabling mass production within 10 months.",,,,MDH B2V3 p. 8.4,"The mention of this company is actually redacted, but I'm assuming their role based on context clues and that they were in the index for this page",,,,
707,Salem Engineering Company,,,,,,"Cooperated in the abandonment of the Norris-Adler barrier and production of the new DA or K-1 variety, enabling mass production within 10 months.",,,,MDH B2V3 p. 8.4,"The mention of this company is actually redacted, but I'm assuming their role based on context clues and that they were in the index for this page",,,,
708,Udylite Corporation,"Detroit, MI",1651 E. Grand Boulevard,42.377036,-83.030013,2,"Cooperated in the abandonment of the Norris-Adler barrier and production of the new DA or K-1 variety, enabling mass production within 10 months.",,,,MDH B2V3 p. 8.4,"The mention of this company is actually redacted, but I'm assuming their role based on context clues and that they were in the index for this page",,,,
709,Owens-Corning Fiberglass Corporation,"Toledo, OH",,,,,,,,,MDH B2V3 p. 9.7,,,,,
710,American Blower Corporation,"Columbus, OH",666 Marion Rd,39.923789,-82.977066,2,,,,,MDH B2V3 p. 9.8,,,,,
711,Trane Company,"La Crosse, WI",200 Cameron St.,,,,,,,,MDH B2V3 p. 9.9,,,,,
712,Marley Company,,,,,,,,,,MDH B2V3 p. 10.5,,,,,
713,"Robins Conveyors, Inc.","Passaic, NJ",270 Passaic Ave,40.852225,-74.134127,2,,,,,MDH B2V3 p. 12.6,,,,,
714,Cook Electricity Company,"Chicago, IL",2700 Southport Ave,,,,"Developed a ""multiple monel diaphragm bellows"" for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.",,,,"MDH B2V3 p. 4.11, 8.24",,,,,
715,Shock-Gusmer Company,,,,,,Produced cold traps for K-25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,,,"MDH B2V3 p. 4.11, 8.35, 8.39",,1944-06,,,
716,Jersey City Laboratory,,,,,,,,,,"MDH B2V3 p. 5.6, 8.35, 8.36",,,,,
717,Joseph Kopperman and Sons,,,,,,,,,,"MDH B2V3 p. 8.4,16.4",,,,,
718,Metals Disintegrating Company,,,,,,"Cooperated in the abandonment of the Norris-Adler barrier and production of the new DA or K-1 variety, enabling mass production within 10 months.",,,,"MDH B2V3 p. 8.4, 16.4","The mention of this company is actually redacted, but I'm assuming their role based on context clues and that they were in the index for this page",,,,
719,Hammel-Dahl Company,"Warwick, RI",175 Post Rd,41.76481,-71.396459,1,"Did early work on ""rotary plug"" type valves for K-25, though this style valve was abandoned in favor of a ""common gate valve.""",,,,MDH B2V3 p. 8.20,,,,,
720,St. Paul Engineering & Manufacturing Company,"St. Paul, MN",Como Ave & Mackubin St,44.966894,-93.124011,2,"Did early work on ""tear-drop"" type valves for K-25, though this style valve was abandoned in favor of a ""common gate valve.""",,,,MDH B2V3 p. 8.20,spring 1943,1943,,,
721,Firestone Tire and Rubber Company,"Akron, OH",1200 Firestone Parkway,41.051811,-81.530324,1,Tested and studied special rubber for use in valves for K-25.,,,,MDH B2V3 app. J6,probably not historic address,,,,
722,"Sam Tour, Inc.",,,,,,Did barrier and welding research for K-25.,,,,MDH B2V3 app. J6,Sam Tour & Co.? Often written Lucius Pitkin/Sam Tour & Co… metals consultants??,,,,
